Index,name,rating,comment,review.date,country,Year,Month,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
910,Anonymous,4.9,If you're looking to stay somewhere near the main bus station this place will do. The staff wasn't overly friendly nor helpful. The room I stayed in was right next to the train tracks and it was quite loud. Wasn't the cleanest place and the shower leaked all over the bathroom floor.,05-Dec-16,"USA, ",2016,Dec,0,1,0,0,2,0,0,2,0,3
911,Anonymous,9.4,Was perfect.,05-Dec-16,"USA, ",2016,Dec,0,1,0,0,1,0,0,1,0,1
912,Anonymous,9.4,"This might be the best hostel I've ever been to. Basically a hotel with bunk beds. 
 
 Cons: the beds themselves are not top notch, no privacy curtain or individual power outlet for each bed. 
 
 Pros: Everything else. 1 bathroom & shower per room, breakfast, kitchen, easy to get to and from airport, laundry facilities, tours of the city... Everything you need.",05-Dec-16,"USA, ",2016,Dec,0,2,0,0,0,0,0,1,0,2
913,Anonymous,8.6,"Great place!!!! The rooms are comfortable with a personal light and a curtain to cover bed. Every room has a toilet and a shower. It is the best hostel in Dublin for this price! Huge place, not so suitable for travellers who want to get to know people, but good for long time accommodation.",04-Dec-16,"Germany, ",2016,Dec,0,3,1,0,1,0,1,3,1,3
914,Anonymous,7.7,"The hostel has a weird security system. Even though you have your key card, after a certain time you need your original receipt to get it. We didn't have an issue with this as we always came home early in the night. Also there is so many doors and so many times you need your key to get through the door or to push a button to get out, it seems a bit overkill and can get annoying fast. The breakfast was good and the areas were always clean. Staff seemed nice but not overly bothered to help us.",03-Dec-16,"Australia, ",2016,Dec,1,2,1,0,2,0,1,3,2,3
915,gbmarcal3053,9.7,"Totally recommend ! Bed super comfy, hostel clean, good atmosphere , good breakfast, safe ! Good option!",02-Dec-16,"Brazil, ",2016,Dec,0,1,0,0,3,0,1,4,0,6
916,georgecumming2027,10,"Brilliant hostel, conveniently located and all staff were very helpful. Worth noting that the coffee for sale in reception is also excellent.",02-Dec-16,"England, ",2016,Dec,0,1,0,0,3,0,0,3,0,4
917,Anonymous,8.6,"The security was good at this hostel but having to show the front desk staff a receipt for my stay in order to get back in was silly. I'm 28 years old, I don't appreciate being treated like a child when I re-enter the place I'm paying to stay at. What's more is the attitude from some of the staff - definitely not into being scolded like some of the other guests were if you forgot this tiny piece of paper swimming in a sea of travel receipts in my purse. Otherwise I enjoyed the facilities.",01-Dec-16,"Canada, ",2016,Dec,0,2,0,0,3,0,1,2,1,3
918,Anonymous,10,Second time I've stayed there. Will definitely be back again,01-Dec-16,"England, ",2016,Dec,0,1,0,0,0,0,0,0,0,0
919,Anonymous,10,"Loved it, perfect location, staff was unreal nice and very helpful. Can't ask for much more from a hostel. 10/10",30-Nov-16,"Canada, ",2016,Nov,0,1,0,0,2,0,0,2,0,2
920,Anonymous,9.7,Super amazing location. Friendly helpful staff. Outlets and privacy curtains with all bunks. We very much enjoyed our stay at Jacob's Inn.,30-Nov-16,"Canada, ",2016,Nov,0,1,0,0,2,0,0,2,0,2
921,Anonymous,7.7,Preferred this place to generator hostel just cause the vibe was better. Pretty clean and free breaky,29-Nov-16,"Australia, ",2016,Nov,0,1,0,0,2,0,0,2,0,2
922,Anonymous,9.4,"If you can avoid dorm room 414, this is a great place. Literally half a block from the central bus terminal right downtown, a wonderful staff, one of the cleanest hostels on the planet, fierce security, incredible kitchen facilities, nice atmosphere where it's easy to start up conversations. i've stayed in three dorms during two stays. Two had almost perfect facilities, with good-sized storage lockers under the beds, night lights, personal charging plugs, even bed curtains. Not room 414.",29-Nov-16,"USA, ",2016,Nov,1,2,1,3,2,1,1,3,3,2
923,Anonymous,9.4,Everything was really good. I loved the individual power points and lights and curtains around each bed. Stayed in a 10bed dorm with an ensuite which was pretty good. Only trouble was the toilet was blocked the morning I left (other toilets available though) and the shower in the room took a long time to drain after I used it. Wifi worked well and free breakfast was basic but still good. Helpful staff too!,29-Nov-16,"Australia, ",2016,Nov,0,4,1,0,3,0,1,3,1,4
924,Anonymous,9.1,"It is a very good place to stay. The breakfast is very good (milk, coffee, bread, juice, cereals) and the plugs in bed really works. About the place, it is ok, about 7 minutes walk to O'Cornell Street. It is a little dark to walk at night, but it don´'t seems so dangerous if you go back too late. The staff is kind and the card door works pretty well. It has the hot water, but in the cabine of the shower doesn't have a place to put the soap, shampoo, etc. So, it is a little hard, but nice shower.",29-Nov-16,"Brazil, ",2016,Nov,1,2,0,1,3,2,1,3,2,4
925,Anonymous,7.4,"The radiator in the room doesn't work properly so the room it's very very cold, further more one of the windows was broken and badly fixed with a plastic bag, not nice at all!
 the room and the corridor where very dirty but the cold room was by far the worst thing! The staff and other facilities where very good thought, very good whify...!",29-Nov-16,"Romania, ",2016,Nov,1,2,1,1,1,2,1,2,4,1
926,Anonymous,9.4,"I stayed at Jacob's Inn a couple of times before it was refurbished and thought it was great then. Now it's absolutely brilliant! The dorms and bathrooms are larger than in most hostels and not at all cramped. Plus there are extra communal bathrooms, which are modern and spotless. Each bed has its own light, sockets and USB port, plus a curtain for en extra bit of privacy, which is a real luxury. The kitchen, dining and lounge areas are also really nicely decorated.",29-Nov-16,"England, ",2016,Nov,0,2,1,0,2,0,1,4,2,5
927,Anonymous,8.6,"It's nice and clean, and the staff are great. It's a bit too big which can making meeting people difficult but they do have a pub crawl every night and the walking tour was good!",29-Nov-16,"England, ",2016,Nov,0,1,1,1,2,0,1,2,1,2
928,Anonymous,9.1,"Excellent hostel! Spacious and clean common areas, confortable room and friendly staff.
 It's not so close to temple bar but location is convenient with many public transport around.",28-Nov-16,"Argentina, ",2016,Nov,0,2,0,0,3,0,0,3,0,6
929,Anonymous,10,"I really enjoyed staying at Jacob's Inn. The hostel is VERY clean, secure, and guests and staff are friendly. It's a good location, close to public transit and a 15 minute walk to Temple Bar. I stayed in a mixed room and it was quiet and safe. Each bunk has its own plugs, USB ports, and a reading light. I liked that each bed has curtains for privacy. The rooms smelled nice (no weird smells as in other hostels) and the common areas were very nice. Locks for the lockers cost 4 euro, towels cost 2.",27-Nov-16,"USA, ",2016,Nov,0,3,1,0,4,1,1,4,1,7
930,Anonymous,10,"This hostel is right across from the bus station and really close to the city center. They offer a free walking tour every day that is definitely worth doing. For the amount of money it costs, it couldn't have been a better place to stay. The only thing you should do is bring your own pillow.",26-Nov-16,"USA, ",2016,Nov,1,1,0,0,1,0,1,2,0,5
931,Anonymous,7.1,"Jacobs Inn is a well situated hostel with an easy 10 minute (if that) walk in to the centre. The beds were comfy, the lockers were great and the facilities available were decent. You can get an AWESOME cup of coffee here but a bar wouldn't go a miss to add more of an atmosphere. There were many middle aged/older people staying in the hostel which affected the atmosphere. A little on the expensive side for what you get but all in all a fairly decent place.",26-Nov-16,"England, ",2016,Nov,0,0,0,0,0,0,0,1,0,2
932,Anonymous,8.6,"Great value for money. I love the pods your almost in! Curtain, light and charger station is top noch!
 Location is very central but is in a bit of a dodgy area, but it's a busy area.
 I'm pretty sure our ensuite bathroom didn't get cleaned at all, my only negative of this place!
 Staff are great!",25-Nov-16,"Australia, ",2016,Nov,1,3,0,0,3,1,1,3,1,5
933,Anonymous,10,"Excellent location, friendly and helpful staff, we really enjoyed our stay.",25-Nov-16,"England, ",2016,Nov,0,1,0,0,3,0,0,3,0,3
934,Anonymous,9.4,It was a great hostel! One of the best hostels I have stayed at!,24-Nov-16,"USA, ",2016,Nov,0,0,0,0,0,0,0,0,0,0
935,Anonymous,9.4,"Loved my stay here! My roommates were loud and had different schedules but the hostel was great. It was so clean, pretty good location and the staff was very helpful. Breakfast was a little sparse but having the cafe was lovely. The walking tour was the highlight of the trip.",24-Nov-16,"USA, ",2016,Nov,0,3,0,0,5,1,3,5,0,7
936,Anonymous,9.4,Hostel was clean and staff were very accommodating and helpful. Location is a bit off the main road and about `15-20 min walk from the main bar area though easy to get to from the airport. Nonetheless it was convenient and an overall good stay.,23-Nov-16,"USA, ",2016,Nov,0,2,0,0,3,0,1,3,0,5
937,Anonymous,8.6,This is a pretty standard big hostel. Doesn't have the atmosphere/friendliness of a smaller hostel but it was very clean and the facilities were good. The ensuite to our dorm was good and there's under bed lockers. Staff were very friendly and helpful,23-Nov-16,"Australia, ",2016,Nov,0,3,0,0,5,0,1,5,0,5
938,Anonymous,10,Excellent,23-Nov-16,"England, ",2016,Nov,0,0,0,0,1,0,0,1,0,1
939,stamcuba,9.1,"Information in the front desk was not accurate and the staff was no so friendly. But the rest of the services were excellent, so the rooms and showers. The location is perfect and nearby main attractions in Dublin.",22-Nov-16,"Spain, ",2016,Nov,0,2,0,0,3,0,0,4,0,7
940,Anonymous,10,Great staff and location. Wish the showers were more powerful but otherwise cannot fault. Would happily go again.,22-Nov-16,"Australia, ",2016,Nov,1,1,1,1,2,1,0,1,1,2
941,Anonymous,10,Just amazing...everything fantastic!!!,22-Nov-16,"Italy, ",2016,Nov,0,0,0,0,0,0,0,0,0,0
942,Anonymous,8.3,"Except rude behavior and lying by receptionist maria at the time of check in that computer showed the print out that I already got receipt of room number when I paid for rent before check in and got security card, it was good.",21-Nov-16,"Pakistan, ",2016,Nov,1,2,1,0,1,0,1,1,1,1
943,Anonymous,9.4,Great hostel. Very clean and comfortable with great staff.,20-Nov-16,"India, ",2016,Nov,0,0,0,0,1,0,0,1,0,1
944,Anonymous,7.7,"14 persons in a room is right at my maximum limit. Place is clean, but the wi-fi is spotty in the room. Otherwise, it's a good place to stay especially if you're catching the bus, it's right next to the central bus station. Bus Aras",19-Nov-16,"Singapore, ",2016,Nov,0,1,0,0,2,0,1,2,0,3
945,Anonymous,9.1,It was a nice and clean place to stay! The staff were awesome and friendly! Definitely worth what you are paying for.,19-Nov-16,"USA, ",2016,Nov,0,1,0,0,2,0,0,2,0,3
946,Anonymous,8.6,"Place was clean and cute. Location was good, 15 minute walk to central spots and felt safe enough to be a single girl walking around at night. Tours also pick up near by. Only complaint is the people staying in my 6 bed all female dorm. They brought in men around 2 in the morning, one was heavily drunk and kept yelling she was cold and dying. They were very rude, which I know has nothing to do with the hostel itself. They montior eveyrone coming in, so I wish that situation had been handled.",18-Nov-16,"USA, ",2016,Nov,2,2,1,1,3,1,1,3,4,6
947,Anonymous,10,Friendly and helpful staff.,17-Nov-16,"England, ",2016,Nov,0,1,0,0,2,0,0,2,0,2
948,Anonymous,10,"We only stayed around for one night, but we still had a great time at the hostel and in Dublin. I can highly recommend the pub crawlings with the hostel.",17-Nov-16,"Belgium, ",2016,Nov,0,1,0,0,0,0,0,1,0,1
949,Anonymous,9.4,"Fantastic Hostel! Beds are private with a curtain, your own power point and light. Free breakfast and also a large kitchen to do your own cooking. Great location, just outside of the temple bar area. Maybe a 10 minute walk there. But only a 5 min walk from all the shops! Definitely recommend!",17-Nov-16,New ,2016,Nov,0,0,0,0,0,0,0,1,0,2
950,Anonymous,10,"Had a great stay, staff were super helpful and the hostel was very close to the city center. Would recommend!",17-Nov-16,"Canada, ",2016,Nov,0,0,0,0,1,0,0,3,0,3
951,Anonymous,9.7,"As far as location, Jacobs Inn is located close to Busaras, but it is a bit of a walk from the popular bars. This was definitely been one of the best hostels Ive stayed in. Accomodations were clean and modern, and the staff was easily the most friendly and helpful I've ever come across. Pub crawl every night thats good value for the what you pay and a great chance to meet cool people. Would reccommend highly to anyone travelling in Ireland!",17-Nov-16,"USA, ",2016,Nov,0,3,1,0,5,0,2,5,1,6
952,Anonymous,8.6,"This place is big, with multiple hangout spaces. Met some nice people here and while far away from the temple bar area, its very close to the bus station which is great and the walk downtown is very pretty now with Christmas Lights. My big issue with this place was that in my full dorm, only 4 of us were travellers. The rest were homeless? working and unable to find affordable housing. Them all getting up at 6 to go to work everyday...maybe put all those workers in the same room?",16-Nov-16,"Canada, ",2016,Nov,1,2,1,1,1,2,0,1,2,4
953,Anonymous,9.7,"We stayed one night, arrived pretty late but it was perfect for our short trip. We had 2 beds in a room of four, it was nice and clean. Small breakfast. Really good location. Definitely going back.",15-Nov-16,"Romania, ",2016,Nov,0,3,0,0,4,1,2,4,2,5
954,Anonymous,9.7,The curtains on the bunk beds were great! Comfy beds and great shower. Made really good coffee in reception!,14-Nov-16,"England, ",2016,Nov,0,1,0,0,1,0,1,1,0,1
955,Anonymous,9.7,"Great hostel, at a great location! Only downside is that there is no bar! 
 Staff is fantastic, and there is plenty of room to just hang out. Free breakfast is alright, but at 11 euros/night I'm not expecting much! Breakfast included juices, coffee/tea, cereal, and toast with butter/jam and Nutella.",14-Nov-16,"Canada, ",2016,Nov,0,1,0,0,1,0,0,0,0,3
956,Anonymous,7.7,I think it is not bad especially the staffs were so kind. If i go to dublin again I hope to stay again,13-Nov-16,South ,2016,Nov,1,1,1,1,2,1,1,2,1,2
957,tcoleman37,8.9,"Great hostel, loud at times, but it's not hard to find a spot to relax. Beds and pillow could be a little better but that's not a huge deal. Incredible deal for the value.",13-Nov-16,"USA, ",2016,Nov,0,1,0,0,1,0,1,1,0,2
958,Anonymous,9.7,"Probably the best hostel I've stayed in so far. It has everything you need: wifi in the rooms, curtains, charging ports and a lamp for each bed, free breakfast etc. The rooms even have en suite bathrooms! The hostel is also really spacious and clean. It's about a 15 min walk from the main attractions in the south part of town but that's nothing. Loved my stay here!",12-Nov-16,"Singapore, ",2016,Nov,0,0,0,0,1,0,0,1,0,4
959,Anonymous,10,"This place was really great! The staff were really friendly, no matter what time of the day we went to the desk, and they gave us really great suggestions on where to eat and what to do. This place is a definite must stay if you're in Dublin.",11-Nov-16,"USA, ",2016,Nov,0,2,0,0,1,0,0,1,0,2
960,Anonymous,9.4,"Thoroughly enjoyed my time here. Facilities, breakfast, location and beds were all fantastic. You can practically walk anywhere from here. Though the only downside was that the hostel didn't have that ""cosy"" atmosphere feeling to it.",11-Nov-16,"Australia, ",2016,Nov,1,2,1,1,1,1,1,1,1,3
961,Anonymous,9.4,Always a great place to stay. Pleasant and convenient since my first trip to Dublin back in 2006.,11-Nov-16,"Belgium, ",2016,Nov,0,1,0,0,1,0,2,1,0,2
962,JamiesonCosgriff,6,"Staff were very friendly, however the overall vibe of the hostel was certainly lacking. Very stark rooms (comfy beds though) and outdated facilities. Perfect to crash for the night however I'm sure there would be more central/ better options.",11-Nov-16,"Australia, ",2016,Nov,0,2,0,1,2,1,1,3,3,2
963,Anonymous,9.7,"Outstanding hostel - cannot recommend it enough. Only mark off was that, with baggage, the level of security was *too* high and caused a lot of annoyances getting in and out... but of course YMMV and you may like that sort of thing! Loved the extra amenities (charging bars and lights in each bunk! curtains!) and the staff was amazing. Thanks so much for an outstanding experience in Dublin.",11-Nov-16,"Canada, ",2016,Nov,0,0,0,0,1,0,0,2,1,4
964,Anonymous,9.4,"Pretty good hostel with great facilities and breakfast. atmosphere was alright and you can join the combined pub crawl with other hostels as well. Comfortable beds, easy bus access from the airport although not far from the train line so can occasionally get some noise. Not far from the main sites. Would stay again.",08-Nov-16,"Australia, ",2016,Nov,0,3,1,0,2,0,1,2,2,5
965,Anonymous,9.1,"We often had problems with the wifi. It cut in and out and was often quite a weak connection. We had an issue with the people in the rooms next door and in the hallway yelling and screaming to loud music with no care for other guests, but when we informed reception they came up and asked the neighbors to turn off the sound. I still had to yell at teens in the hallway at midnight but the staff really went out of their way to help us with a couple issues we encountered. Would recommend :)",08-Nov-16,New ,2016,Nov,2,0,1,2,1,1,1,1,3,3
966,Anonymous,5.4,very noisy at night!!!,08-Nov-16,"Italy, ",2016,Nov,1,0,0,0,0,0,0,0,1,0
967,Anonymous,9.1,"I really liked this hostel! I would recommend it to anyone wanting to stay in Dublin! Nice building, friendly staff, and a good environment!",07-Nov-16,"USA, ",2016,Nov,0,2,0,0,2,1,1,3,1,4
968,Anonymous,8.9,"Very busy noisy place, but staff were helpful and the facilities were very up to date and clean!",07-Nov-16,"USA, ",2016,Nov,1,0,0,0,2,0,0,2,1,2
969,Anonymous,10,"Nice spot just over the river, north side, easy to get everywhere. Just walk it mate. Hostel was fine, met some cool people. Reccomend it. Dublin is the best",07-Nov-16,"Australia, ",2016,Nov,0,0,0,0,0,0,0,1,0,2
970,Anonymous,9.7,Coffee shop in the hostel–great combo.,04-Nov-16,"Canada, ",2016,Nov,0,0,0,0,0,0,0,0,0,0
971,Anonymous,8.3,"This place covers all the basics; clean, safe, affordable.",04-Nov-16,"USA, ",2016,Nov,0,0,0,0,2,0,0,2,0,2
972,Anonymous,8.6,"We stayed for 2 nights. First night was in a 12 bed room, although we booked a 10 bed room. Had to move room After a night. Decent breakfast, nice staff, clean facilities. Good location as it is super close to the Train Station .",03-Nov-16,"Germany, ",2016,Nov,0,1,0,0,2,0,1,2,0,4
973,Anonymous,9.1,"Great location in Dublin, right near the train and bus station. Have stayed in another hostel in Dublin and this was much better in terms of cleanliness, dorms and facilities! There are plenty of bathrooms, storage under the bed (big enough for your backpack), a large common area to relax, and dorms are a decent size! Would definitely recommend to travellers visiting Dublin.",02-Nov-16,"Australia, ",2016,Nov,0,0,0,0,0,0,0,1,0,3
974,Anonymous,10,Best hostel ever!!,02-Nov-16,"Slovenia, ",2016,Nov,0,0,0,0,0,0,0,0,0,0
975,Anonymous,9.4,Very happy with my stay here. The rooms were great! Free lockers under each bed and curtains for extra privacy. The only negative is that the street below and hallways can get really noisy due to other guests. Obviously people are free to come and go as they please but people screaming in the hallways at 4am on a Tuesday isn't always fun so keep in mind that this is essentially a party hostel. If that's your scene then they have pub crawls to your advantage. Very pleased :),01-Nov-16,"Australia, ",2016,Nov,2,2,1,1,3,1,0,1,3,5
976,Anonymous,8.3,"The people who work at the reception are very kind and nice. They help you whenever it is necessary
 Very clean, confortable and secure",30-Oct-16,"Spain, ",2016,Oct,0,0,0,0,2,0,0,2,0,2
977,Anonymous,10,"What a wonderful hostel! The room was great and very clean, beds were comfortable and noise levels were fine (even on a bank holiday weekend in Dublin). The staff were extremely friendly and accommodative to our needs, the hostel has great facilities too! Oh, and the location could not have been better - right in the heart of Dublin, minutes away from tonnes of bars and restaurants and about 10 minutes from the wonderful Temple Bar area. I would definitely return, thank you to Fran and the team!",30-Oct-16,"England, ",2016,Oct,0,2,0,0,4,0,1,5,1,4
978,Anonymous,7.4,Too much security. Had to swipe my card 6 times to get to my room. It was a bit antisocial as well (granted I was there on a Sunday night),30-Oct-16,"USA, ",2016,Oct,1,0,1,1,0,1,0,0,1,1
979,Anonymous,10,Great hostel in good location with social environment. WI'll stay here again,28-Oct-16,"Australia, ",2016,Oct,0,1,0,0,1,0,1,1,0,1
980,Anonymous,8.6,Clean comfortable accommodation. Staff provided good customer service. Great location easy to get to from Dublin airport.,25-Oct-16,"Australia, ",2016,Oct,0,2,0,0,2,0,1,2,0,4
981,Gormanoconor,10,It's a great Hostel any complaints would be superficial at best,25-Oct-16,"Ireland, ",2016,Oct,0,0,0,0,0,0,0,0,1,0
982,maisiejillb,5.7,"This place wasn't great. I spent most of my time out of the hostel because the room smelled really awful, and the common area was always empty and dirty.",24-Oct-16,"USA, ",2016,Oct,1,1,2,1,0,1,0,0,3,0
983,Anonymous,10,"Such a nice hostel! I will definitely be staying here if I ever find myself back in Dublin! The vibe is great, everything is clean, there is a great coffee/tea cafe in the lobby, the staff was nice, it's in the city center, and the rooms are laid out really nicely. Your bed not only has a curtain so you can have your privacy, you also get two outlets and two USBs, plus a light, and your locker is secure under the bunk! We loved our stay and the friends we made here! Can't complain at all!",24-Oct-16,"USA, ",2016,Oct,1,0,0,0,1,1,0,2,1,3
984,Anonymous,9.4,"Wonderful hostel. Very clean, lots of lounge space and amenities. My only complaint is that the four-person shared dorm did not have an outlet, light, or curtain for each bed. (There were underbed storage lockers, though.)",24-Oct-16,"USA, ",2016,Oct,1,0,0,0,2,0,1,2,2,2
985,Anonymous,6.3,"Only toilets in room and only 1 at that, keycard locks everywhere gets pretty annoying, beds were very uncomfortable. Great location though",24-Oct-16,"Canada, ",2016,Oct,1,1,0,0,1,0,0,1,2,1
986,Anonymous,10,Great hostel A+++++++++++++++,23-Oct-16,"Croatia, ",2016,Oct,0,0,0,0,0,0,0,0,0,0
987,Anonymous,7.4,The place was nice and accommodating. It was in a good location to get around the city.,23-Oct-16,"USA, ",2016,Oct,0,1,0,0,1,0,1,1,0,1
988,Anonymous,9.1,"This being my first hostel experience, I have to say that I was more than pleased. The staff was awesome (Brian the Barista was the man!) and the people in the common area were cool. When I return to Dublin, Jacob's inn is definitely the place to stay at",21-Oct-16,"USA, ",2016,Oct,0,0,0,0,1,0,0,0,0,2
989,Anonymous,10,Awesome hostel. Staff was super friendly and they also gave me a free ticket for coming back to the airport. Thanks guys!!!,21-Oct-16,"Brazil, ",2016,Oct,0,3,0,0,1,0,0,1,0,1
990,Anonymous,8.9,"helpful staff, loved the curtains on the beds, with the added privacy. everything was within walking distance. definitely recommend",20-Oct-16,"Canada, ",2016,Oct,0,0,0,0,1,0,0,2,0,2
991,Anonymous,9.4,The location was great and the staff was always helpful with any questions I had. I would definitely stay here again!!,20-Oct-16,"USA, ",2016,Oct,0,0,0,0,1,0,0,1,0,1
992,Anonymous,10,"Superb Hostel. First time booming this accommodation and have to say very impressed. Clean premises, friendly staff, comfortable beds, great wifi and location is ideal. 
 
 Will be back",19-Oct-16,Northern ,2016,Oct,0,2,0,0,2,0,0,2,0,5
993,Anonymous,9.7,"One of the nicest hostels I've ever been too. Comfortable, clean, and everything you need and more!!",18-Oct-16,"Canada, ",2016,Oct,0,0,0,0,1,0,0,1,0,1
994,Anonymous,10,"Best hostel I've stayed in so far!! Friendly staff, clean rooms & dorm beds that feel private & have all the essentials! Great location with easy access to airport buses!!",18-Oct-16,"Canada, ",2016,Oct,0,2,0,0,2,0,0,2,0,2
995,Anonymous,10,"best location in city centre. newly built . best hostel i have stayed. rooms have abundant space, each bed has curtains, reading lamp and charging points. in suite toilets. neat and clean. fully satisfied. recommend to everyone going to dublin.",17-Oct-16,"India, ",2016,Oct,0,0,0,0,3,0,0,3,0,6
996,Anonymous,8.6,"That's a huge place, accommodating a lot of people. Yet it has nice and big common spaces and good acoustic, so one can feel fine among all other guests. 
 Overall I enjoyed the experience.",17-Oct-16,"Israel, ",2016,Oct,0,1,0,0,1,0,1,1,0,1
997,Anonymous,9.1,"Probably one of the best hostels facility wise I've ever stayed in. Security is really really good aswell. Good common room, good pricing. atmosphere is good aswell.",16-Oct-16,"Australia, ",2016,Oct,0,1,0,0,1,0,1,1,0,2
998,Anonymous,9.7,"the hostel is near bus station so I didnt have to walk at night too far. there is free breakfast in the morning till 9.30 after the time, the staff take out the food so dont be late. there is free luggage store. I walked to the downtown and pick up my luggage later for free. Negative: if you want to open a door, you have to press a buttom or put a card. I felt to be like in a jail. ok, for the first door near reception but for the others i think it is not necessary.",16-Oct-16,"Switzerland, ",2016,Oct,0,2,0,1,1,3,0,1,3,4
999,Anonymous,8.3,lovely hostel 👍🏼,16-Oct-16,"Australia, ",2016,Oct,0,1,0,0,1,1,1,1,0,1
1000,Anonymous,9.7,Was a great stay! The staff was awesome and extremely helpful. The rooms were nice with the nicest bunks we've been in at hostels. Was also very clean. Great place to stay.,16-Oct-16,"USA, ",2016,Oct,0,0,0,0,2,0,0,2,0,2
1001,Anonymous,10,"Brilliant stay for 3 nights! Stayed in the dorm next to the dining area, didn't hear a sound in the morning during breakfast... Super quiet! Partied hard on the pub crawl, would certainly recommend booking onto it! Despite not remembering, am sure we all had a brilliant night! ;) ! Excellent facilities and clean!!! Couldn't ask for anything more!",14-Oct-16,"England, ",2016,Oct,0,1,1,0,3,1,0,4,1,6
1002,Anonymous,8.6,"Great security and location, but the ensuite toilet smelled of pee and was obviously not cleaned during the three days I stayed.",13-Oct-16,"USA, ",2016,Oct,0,0,1,0,0,0,0,0,1,0
1003,Anonymous,8.6,The staff are fantastic and very helpful. Facilities seem pretty clean and it's very well located. My only complaint would be that some things don't work well (the lock dispenser in the luggage room).,10-Oct-16,"Canada, ",2016,Oct,1,1,0,0,3,0,0,3,1,3
1004,RaulS92,9.7,Staff was great and helpful. Good location and easy to get there with public transportation from the airport. Really secure and had a couple of fun events too. Would definitely stay here again if I'm back in Dublin,09-Oct-16,"USA, ",2016,Oct,0,4,0,0,3,0,1,2,0,4
1005,Anonymous,9.4,"Pros:
 Wifi was great
 Kitchen was clean and well equipped
 Lockers for luggage storage before/after checkout
 Big lockers in rooms
 Privacy curtains
 USB and night light in each bed
 Good location
 
 Cons:
 Bathroom was a little dingy 
 No hand towels/bathmat 
 Breakfast was not much (but it was free so cannot really complain)",09-Oct-16,"Canada, ",2016,Oct,1,1,0,0,2,1,1,2,1,3
1006,dgahafer,9.7,"Great hostel, very clean, and just far enough away from everything to avoid the noise at night. Also located right next to the garda (police) stain, and the Busaras bus station. Best hostel I've stayed in yet. Highly recommended.",09-Oct-16,"USA, ",2016,Oct,0,0,1,2,1,0,0,2,3,2
1007,Anonymous,8.3,It was one of my better hostel experiences. Nice staff and facilities. Really a great stay would recommend. Breakfast could be a little bit expanded (some yogurt possibly) but otherwise great,08-Oct-16,"USA, ",2016,Oct,0,0,0,0,0,0,0,1,0,2
1008,Anonymous,9.4,Great place to stay!!!!,07-Oct-16,"Ireland, ",2016,Oct,0,0,0,0,0,0,0,0,0,0
1009,Anonymous,6.3,I didn't find the staff helpful on my first night at all.,05-Oct-16,"Canada, ",2016,Oct,0,0,0,0,1,0,0,1,0,1
1010,dolphnatalie,10,Thoroughly enjoyed my stay! Was able to walk to the heart of the city. Staff is very friendly! Will stay here again before my flight home!,05-Oct-16,"USA, ",2016,Oct,0,1,0,0,1,0,0,1,0,1
1011,Anonymous,9.1,"Very good hostel, clean and just opposite of the Bus Central Station. Beds were comfy, with plugs n reading lamps as well as curtains on every single bed. I´ d stay there again",04-Oct-16,"Germany, ",2016,Oct,0,1,0,0,2,0,1,2,0,3
1012,Anonymous,8,"Jacobs Inn is a typical hostel. Uncomfortable beds, paper thin walls, and late night noise. The location was great and the staff was wonderful, but the rates were inflated for the All Ireland Gaelic Football Championship.",01-Oct-16,"USA, ",2016,Oct,0,1,0,0,2,1,1,1,4,2
1013,Anonymous,10,My first time staying in a hostel and i was pleasantly surprised. Extremely friendly and informative staff. Perfect location. Will be booking again.,30-Sep-16,"Scotland, ",2016,Sep,0,3,0,0,2,0,1,2,0,2
1014,Anonymous,9.4,"our first time staying in a hostel & we'll definately be doing it again!Lovely,friendly vibrant accommodation !helpful staff,Breakfast included in price",30-Sep-16,"England, ",2016,Sep,0,1,0,0,1,0,0,1,0,3
1015,Anonymous,9.7,Everything was really clean and the staff is very warm and useful. I can't wait to go back to Dublin.,28-Sep-16,"Mexico, ",2016,Sep,0,1,0,0,1,0,0,1,1,1
1016,Anonymous,9.1,"Many facilities for socializing -- and if you will prefer to rest at night, it is great too because they provide individual curtain for beds so that you won't be distrubed by those who are still awake. The location is just 3 mins walk from the main bus station -- very convenient. Good quality of breakfast.",28-Sep-16,"England, ",2016,Sep,0,2,0,0,1,0,1,3,0,7
1017,Anonymous,9.1,"Great location and facilities. The bunks are great, booked a 6-person mixed dorm and noise was never an issue in the room. Other dorms were quite noisy so booking a smaller dorm seems to be the way to go.",27-Sep-16,"Canada, ",2016,Sep,1,0,0,0,0,0,0,0,2,0
1018,Anonymous,8,"Dorm and hostel was fine. I had mu bicycle with me and their was no where to store it at the hostel I could keep it at a different hostel nearby but wasn't too comfortable where I had to leave it as the the outside storage area was locked by a cheap locker, which could easily be broken into. Apart from that I had no issues.",27-Sep-16,"England, ",2016,Sep,1,1,0,1,0,2,1,0,3,1
1019,Anonymous,8.6,I enjoyed my stay here. The staff is informative and very friendly. I especially LOVED the USB ports by each bed! The location is perfect if you want to be near all the pubs and events. Our room and the property was clean. I would stay here again.,26-Sep-16,"USA, ",2016,Sep,0,2,0,0,3,0,0,3,0,3
